업체명,지역,업종,주소,전화번호,썸네일
홍매화쌈밥 오산점,오산시,쌈밥,경기 오산시 큰말길 79 1층,031-374-7330,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210505_297%2F16201790455626j2Wx_JPEG%2FFiIPVBT85s9zDTBh_uol6VXG.JPG.jpg
민들레화로,오산시,돼지고기구이,경기 오산시 외삼미로 7 민들레화로,0507-1424-3398,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240530_15%2F1717067556661lIjni_JPEG%2F1000013547.jpg
스시명장,오산시,"초밥,롤",경기 오산시 경기대로 233,031-374-0886,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230901_250%2F1693541789176gLwNf_JPEG%2F1693541763250.jpg
호우동,오산시,일식당,경기 오산시 운천로 80-21 코아프라자 201호,031-378-7797,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190925_95%2F1569403939375rBS2H_JPEG%2FWOH78hwXLYoAB67AKpUhbbD_.jpg
장가네손칼국수,오산시,"칼국수,만두",경기 오산시 시장길 20-13 장가네손칼국수,031-372-7879,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220925_229%2F166410746859291Lif_JPEG%2F1664097241065.jpg
카페 안 오산본점,오산시,브런치,경기 오산시 삼미로47번길 21 1층,0507-1433-0278,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171106_208%2F1509949132379MIKx0_JPEG%2FtsXHvqI4-cWkuxjJtUnUC-qx.jpg
다미식,오산시,한식,경기 오산시 수목원로49번길 55 1층 다미식,0507-1335-7918,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240528_216%2F1716900482864NUyNL_JPEG%2FLyd6bm798q_02.jpg
이안커피,오산시,카페,경기 오산시 수청로106번길 35 1층 이안커피,010-8738-1802,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171206_157%2F15125620957796nfek_JPEG%2FcuuokWq83WQzrY9jBAtDYDMz.jpg
REPOS,오산시,"카페,디저트",경기 오산시 서동로 42 1층,0507-1407-2412,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240224_171%2F17087442034705pOlh_JPEG%2FKakaoTalk_20240217_115105252.jpg
장가네추어탕 오산점,오산시,추어탕,경기 오산시 현충로 36-8,0507-1388-8380,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230420_239%2F1681974586529utalL_PNG%2F%25C0%25E5%25B0%25A1%25B3%25D7%25C3%25DF%25BE%25EE%25C5%25C1_%25B4%25EB%25C7%25A5%25BB%25E7%25C1%25F8.png
청수식당운암,오산시,"육류,고기요리",경기 오산시 경기동로8번길 19 1층,0507-1316-9750,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230303_267%2F16778042097505FYMh_JPEG%2FKakaoTalk_20230303_094212135.jpg
소플러스 동탄 북오산점,오산시,소고기구이,경기 오산시 외삼미로 54-52,0507-1448-4900,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220802_190%2F1659423236096bKiN3_JPEG%2F9E51CA2E-FD90-4EC1-B0BA-657276126C6C.jpeg
팔월가배,오산시,일식당,"경기 오산시 수청로50번길 58 1층 102호, 103호",0507-1343-0900,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230919_26%2F169508518159022RHK_JPEG%2FDSC02190.jpg
양평본가해장국,오산시,해장국,경기 오산시 원동로 78,031-376-4917,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170808_133%2F15021767352074tssl_JPEG%2F186758564874542_0.jpeg
독산성왕갈비탕,오산시,한식,경기 오산시 큰말길 15-21 1층,0507-1387-8368,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240602_67%2F17173168399182jk7B_JPEG%2FResized_20240527_055424_1716756892500%25281%2529.jpeg
목토국수집,오산시,국수,경기 오산시 운천로 76 한마음빌딩,031-376-7711,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170216_116%2F1487229380325mCmMT_JPEG%2F186163546240254_0.jpeg
원더랜드,오산시,"맥주,호프",경기 오산시 현충로 95 원더랜드,031-8043-1033,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240206_221%2F1707208878397op6xk_JPEG%2FIMG_4772.jpeg
어부나라생선구이,오산시,"해물,생선요리",경기 오산시 지곶길 49,031-373-2186,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201203_150%2F1606979523939rJdfO_JPEG%2FPPY0ibZjZ6GvnUCg8SpL9JK9.jpg
까마우,오산시,베트남음식,경기 오산시 운천로 78 1층 까마우,0507-1320-2055,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191213_149%2F1576216864178WkoYK_JPEG%2FuA8_I8eVHJ_tXOV4dgBM7rEd.jpg
한우생각,오산시,정육식당,경기 오산시 내삼미로79번길 11 선우중앙타워 101호,0507-1436-5683,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220627_231%2F16563064518076HRp9_JPEG%2FKakaoTalk_20220616_130851444.jpg
어촌회,오산시,생선회,경기 오산시 오산로 28 1층,031-375-8485,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230522_121%2F1684686302171muKxx_JPEG%2F20230521_224657.jpg
청기와대구탕,오산시,한식,경기 오산시 오산대역로132번길 37,0507-1495-5959,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200529_139%2F1590710076270nRTHR_JPEG%2FL-fTWUoNdz9Hr22Mq7HzHiMb.jpeg.jpg
처핑,오산시,"카페,디저트",경기 오산시 양산로398번길 53,0507-1336-4970,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220713_203%2F1657698663864vcfYA_JPEG%2FIMG_20220706_181155_470.jpg
올리브그린카페,오산시,"카페,디저트",경기 오산시 죽담안로 28-6 1층,0507-1377-0573,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240318_185%2F1710750349109g4BLJ_JPEG%2F12bbcf31-e501-11ee-bb1a-b4055dce029e_03.jpg
천지샤브샤브,오산시,샤브샤브,경기 오산시 성호대로 122 메디칼프라자 205호,031-373-5786,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200419_46%2F1587288237229JBa2G_JPEG%2FzF6dCyEfopT877b7ygJ3Glhg.jpg
좋은아침페스츄리 오산점,오산시,베이커리,경기 오산시 독산성로449번길 47 좋은아침페스츄리 오산점,0507-1464-4861,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240120_202%2F1705749306108jEsg8_JPEG%2F%25BB%25E7%25C1%25F8.jpg
갈비명가두툼한숯불갈비,오산시,"육류,고기요리",경기 오산시 남부대로 352,031-378-4421,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220310_48%2F1646883669558peXxc_JPEG%2F20220310_124026.jpg
찬스불고기부리또 운암점,오산시,"멕시코,남미음식",경기 오산시 대원로 65 103호,0507-1478-7075,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171123_162%2F1511438757102HUhlA_JPEG%2Ff6OGM1PRPjx-qMybmJ81bujx.jpg
희락보리,용인시,보리밥,경기 용인시 처인구 포곡읍 포곡로234번길 10,0507-1470-3780,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210924_170%2F16324548017508HSpn_JPEG%2FQJ6iCGzCbPotmj9PrIYM7ukZ.jpg
곤드레찜드레 용인점,용인시,"육류,고기요리","경기 용인시 처인구 명지로 31 104, 105호",0507-1394-6777,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230105_20%2F1672896121913QDCLa_JPEG%2FScreenshot_20230105_142035_Instagram.jpg
테라스478,용인시,브런치카페,경기 용인시 수지구 고기로 478,0507-1492-5758,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230705_128%2F1688565252144BOFpG_JPEG%2F347C158E-7B21-4E8D-921D-69BC42F4B749.jpeg
콩게미,용인시,한식,경기 용인시 기흥구 공세로 20,0507-1384-5277,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220220_179%2F1645353828599gRyAB_JPEG%2F20200511_152320.jpg
후라토식당 역북점,용인시,일식당,경기 용인시 처인구 명지로40번길 15-15 2층 201호 골든프라자1차,0507-1415-4313,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221021_142%2F1666321343690HgKsl_PNG%2FKakaoTalk_20221021_120112481.png
수련불낙전골,용인시,한식,경기 용인시 수지구 풍덕천로129번길 4 1층,0507-1357-1881,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231101_57%2F1698821297980ATlwr_JPEG%2FKakaoTalk_20231101_154227458_04.jpg
향미옻닭,용인시,한식,경기 용인시 기흥구 지삼로250번길 192,0507-1456-8029,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230517_121%2F1684292376746vTNXb_JPEG%2FKakaoTalk_20230517_115928510.jpg
레이크 106,용인시,"카페,디저트","경기 용인시 수지구 호수로106번길 37 1,2층,루프탑",0507-1390-7179,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221116_12%2F1668579903282uwcn8_JPEG%2FF00D9DCF-0501-4DFF-B110-69A0C75914EF.jpeg
산뜨락 수지본점,용인시,한정식-일반,경기 용인시 수지구 신봉2로 180,031-266-9972,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200616_167%2F1592276013430d9nwp_JPEG%2FnxzC98RvEYz5owBUqilPp4Qu.JPG.jpg
수담 보라민속촌점,용인시,"칼국수,만두",경기 용인시 기흥구 용구대로1900번길 3 1층 수담,0507-1448-8388,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151209_199%2F1449632562332JYY4S_JPEG%2F167159527260884_0.jpg
품육 참숯소갈비살 김량장동점,용인시,소고기구이,경기 용인시 처인구 금령로71번길 12-30,0507-1430-9792,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231104_136%2F1699024210924ummfd_JPEG%2F%25A1%25DA2.jpg
그린웨일,용인시,"카페,디저트",경기 용인시 처인구 이동읍 어진로 771,0507-1354-5771,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220714_176%2F1657755536111UKUxa_JPEG%2FKakaoTalk_20220708_103128290.jpg
만우정본점,용인시,"장어,먹장어요리",경기 용인시 기흥구 신정로 169 만우정용인본점,031-265-0020,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240619_134%2F1718783419814wUpT2_JPEG%2F8JDM88xm9Y_03.jpg
어가 본점,용인시,"아귀찜,해물찜",경기 용인시 수지구 신봉1로301번길 3,031-266-2121,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180612_77%2F1528771976759Fmu8o_JPEG%2FS1n55uvDVwvoo0IeTpKcmh7-.jpg
테라스바베큐키친 영통점,용인시,"육류,고기요리",경기 용인시 기흥구 청명산로 136 테라스바베큐키친,0507-1343-0513,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220409_190%2F1649516055442hU8SL_JPEG%2F20220409_234633.jpg
능이향 용인 본점,용인시,"백숙,삼계탕",경기 용인시 처인구 양지면 교동로10번길 5 능이향,0507-1480-5294,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20231222_182%2F1703204288433KryN6_JPEG%2F90cf5d1d-a05f-11ee-ac6a-a0369ffdb988_03.jpg
구들장흑도야지,용인시,돼지고기구이,경기 용인시 수지구 죽전로 176 죽전프라자2층,0507-1394-3532,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220516_116%2F1652676000225zOvyK_JPEG%2F1652675830372.jpg
건강담은전민숙밥상,용인시,한정식-일반,경기 용인시 수지구 신봉1로 331,0507-1386-5550,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240509_261%2F1715264338763fVkyY_JPEG%2FjMGmi1ggk2_03.jpg
교동면옥 용인영덕점,용인시,냉면,경기 용인시 기흥구 석현로12번길 30,0507-1411-7223,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240320_166%2F1710910277611LKjx5_JPEG%2F795eec7a-e675-11ee-b0d8-a0369ffdb3d0_03.jpg
숯닭무 용인흥덕점,용인시,닭갈비,"경기 용인시 기흥구 흥덕1로79번길 2 가은프라자 209, 210호",0507-1342-5593,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240304_168%2F1709519008229O6HYa_JPEG%2F01.jpg
카페 나인패치,용인시,카페,경기 용인시 수지구 동천로 613 1층 카페 나인패치,0507-1378-1979,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231213_133%2F1702459382746J1eaI_JPEG%2FIMG_1855.jpeg
담솥 용인보정점,용인시,한식,경기 용인시 기흥구 죽전로15번길 16-6 1층,0507-1372-3239,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240326_126%2F1711435545612TQtPu_JPEG%2FIMG_3787.jpeg
강릉해변메밀막국수 용인점,용인시,막국수,경기 용인시 기흥구 서그내로53번길 1,0507-1402-8801,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220619_242%2F1655600363852HikVP_JPEG%2F633FE10C-324A-4CC0-882C-08B905EF27D5.jpeg
풀오브어스 역북 본점,용인시,"다이어트,샐러드",경기 용인시 처인구 명지로60번길 23-3 1층,0507-1341-9760,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230227_251%2F1677465787868yq7SI_JPEG%2F%25C7%25CF%25BF%25CD%25C0%25CC%25BE%25C8%25C6%25F7%25C4%25C9.jpg
텐진야끼니꾸 용인동백점,용인시,소고기구이,"경기 용인시 기흥구 동백중앙로 283 105호, 106호",0507-1494-1244,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240412_51%2F1712924317306ufG3d_JPEG%2Fc4aeb1a2-f8c6-11ee-8aae-a0369ffabcbc_03.jpg
세꼬시마을 용인본점,용인시,생선회,경기 용인시 기흥구 죽전로43번길 11-5 1층,0507-1461-0937,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230828_175%2F169320499424648tyO_JPEG%2FDSC_7824.jpg
충무로닭도리탕 용인 본점,용인시,닭볶음탕,경기 용인시 처인구 명지로60번길 15-23,0507-1399-5572,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230214_158%2F1676386253403jpfJC_JPEG%2FKakaoTalk_20230214_234936058.jpg
카페 퐁트 내맘대로 피자,용인시,"카페,디저트",경기 용인시 처인구 백령로 34-6 카페퐁트 내맘대로 피자,0507-1362-7507,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230918_142%2F1695013424115D4Q6e_PNG%2F%25C4%25AB%25C6%25E4_%25B7%25CE%25B0%25ED.png
솔솔우동,용인시,"우동,소바",경기 용인시 처인구 경안천로 266 솔솔우동,0507-1428-6234,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240105_22%2F170446551278378r28_JPEG%2F%25BC%25D6%25BC%25D6%25C0%25BD%25BD%25C4%25BB%25E7%25C1%25F8240105.jpg
홍천쌀찐빵,용인시,찐빵,경기 용인시 수지구 성복2로 17,031-276-8101,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200203_72%2F1580706333540XDH7h_JPEG%2FFjQ_VyGmYDNxx5psoLrS2LBe.jpg
합 수지구청 직영점,용인시,요리주점,경기 용인시 수지구 풍덕천로129번길 3 1층 102호,0507-1430-3250,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240501_118%2F17145739935052rHtY_JPEG%2Fme1GK19tKi_03.jpg
타짜오리하우스 용인점,용인시,오리요리,경기 용인시 기흥구 청명산로 97-1,031-206-7750,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180613_210%2F1528862151375bhJr3_JPEG%2FFz_dY1R2cgymnwbALFV78J-V.jpg
백운원,의왕시,한식,"경기 의왕시 백운안길 61 1, 2층",031-425-6909,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230304_217%2F1677858117183eY24Q_JPEG%2F96B3FAE7-02BD-4BA0-9A8F-A67D221C0322.jpeg
천만애능이백숙,의왕시,"백숙,삼계탕",경기 의왕시 오매기가운데말길 7,0507-1389-5295,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220301_126%2F1646120161685uIyPU_JPEG%2F1643335618321.jpg
마당기픈집 왕송호수점,의왕시,한정식-일반,경기 의왕시 오봉로 292 마당기픈집,0507-1420-3777,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220519_134%2F1652960069689zSpam_JPEG%2F20220518_144501.jpg
청계산시골집,의왕시,한식,경기 의왕시 청계로 91 시골집,0507-1322-4790,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220610_108%2F1654834929905gDORd_JPEG%2FKakaoTalk_20220610_131604336.jpg
전복명가,의왕시,전복요리,경기 의왕시 학현로 158,031-425-0021,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220501_224%2F1651373417894Hvlrd_JPEG%2F%25C0%25FC%25C3%25BC%25BB%25F3_%252855%2529.JPG
산나래한정식,의왕시,한정식-일반,경기 의왕시 능안길 151,031-423-3788,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190616_127%2F1560650713554Fu1e2_JPEG%2FT24yLN471AFhj6p22-6Fp6J4.jpg
정가네숯불갈비 본점,의왕시,"육류,고기요리",경기 의왕시 부곡공원길 7 정가네숯불갈비,0507-1487-9194,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240610_276%2F1717990910880sqsMU_JPEG%2F8GyA81w6gM_03.jpg
천장어,의왕시,"장어,먹장어요리",경기 의왕시 고천공업로 47 의왕천장어,0507-1388-0478,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240228_299%2F1709050991320kwI5o_JPEG%2F1000012154.jpg
장어의전설,의왕시,"장어,먹장어요리",경기 의왕시 백운로 491 1층,0507-1419-8838,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230117_129%2F1673941303899XBmT0_JPEG%2FLEE_0978.JPG
메종드노엘,의왕시,"카페,디저트",경기 의왕시 초평로 182 오른쪽 건물 3층 메종드노엘,0507-1402-8560,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231215_19%2F17026245099216n2VD_JPEG%2FDSCF26481111111.JPG
청산별곡 백운호수점,의왕시,한정식-일반,경기 의왕시 학현로 113-4 청산별곡,0507-1456-2075,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240116_14%2F1705385949116Bh5yJ_JPEG%2FKakaoTalk_20240116_150346603_01.jpg
원조일출보리밥,의왕시,보리밥,경기 의왕시 손골길 13,031-421-1142,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200122_41%2F1579683792875g2vkm_JPEG%2Fd74CDa8_RQr2wFXgmkymIQh9.jpg
육전국밥 왕송호수점,의왕시,국밥,경기 의왕시 왕송못서길 8-1,031-462-4628,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200501_193%2F1588315307357SLdrQ_JPEG%2F2kJMSxPyy0hnorkKH6ajyY6D.jpeg.jpg
카페 날마다봄날,의왕시,브런치,경기 의왕시 부곡중학길 69-20 2층,0507-1323-7685,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230415_174%2F1681560493909bAn01_JPEG%2F7FEC8352-D402-49E1-A362-3D751986E49A.jpeg
백운호수장수촌,의왕시,한식,경기 의왕시 학현로 188 백운호수장수촌,031-426-0426,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231107_50%2F16993573422902t8cI_JPEG%2FIMG_1237.jpeg
칭메이,의왕시,중식당,경기 의왕시 안양판교로 103 포레스타타워 201호,0507-1412-1177,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240603_132%2F1717397912973i0dyN_JPEG%2F1.%25C1%25A6%25C3%25B6%25BF%25E4%25B8%25AE%2528%25BB%25E7%25C0%25CC%25C1%25EE%25BC%25F6%25C1%25A4%2529_1.jpg
장원면옥,의왕시,냉면,경기 의왕시 왕송못동로 207-15,031-462-3655,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221112_1%2F1668223155698qSxXO_JPEG%2F20221112_110807.jpg
더가드너,의왕시,브런치카페,경기 의왕시 경수대로 106 더가드너,0507-1339-9300,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240522_241%2F1716385786498YG63z_JPEG%2FDE375B44-30AD-49EA-A59B-FCAF4287B41D.jpeg
브렉키,의왕시,브런치,경기 의왕시 백운호수로4길 2 1층 BREKKIE,0507-1374-1774,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240114_125%2F1705221762359KNrTL_JPEG%2FIMG_0809.jpeg
호미마켓,의왕시,"카페,디저트",경기 의왕시 초평로 49-1 1층,0507-1427-8028,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240315_25%2F17104712594363ORDv_JPEG%2FKakaoTalk_20240207_152440542_13.jpg
원조옛날보리밥집,의왕시,보리밥,경기 의왕시 손골길 17,031-424-2515,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2F20160126_117%2Fmjmj8282_1453782936529Sb1wg_JPEG%2F%25B9%25E9%25BF%25EE%25C8%25A3%25BC%25F6_%25B8%25C0%25C1%25FD_%25281%2529.JPG
벤탄빌라 의왕내손점,의왕시,아시아음식,경기 의왕시 내손중앙로 4 벨포레스퀘어 2층 205호,0507-1355-9228,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201206_62%2F1607264176301U2o0Q_PNG%2FlXEuSyVrcswY0UYVy5Qq6OGJ.png
구울래찔래,의왕시,조개요리,경기 의왕시 계원대학로 14 계원프라자,031-426-2894,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170111_106%2F1484115027026P3Uxq_JPEG%2F186057523123734_0.jpeg
홍성참숯갈비,의왕시,"육류,고기요리",경기 의왕시 새말길 66,0507-1487-9003,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190705_68%2F1562294785071KN7uK_JPEG%2FKoOoff3iyUPyifxuIWRwgV1e.JPG.jpg
피콜로라비타,의왕시,브런치카페,경기 의왕시 봇들2길 34 포레빌 1층,0507-1469-0284,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240617_231%2F17186200722371gusH_JPEG%2F1000004313.jpg
온담코다리한상,의왕시,한식,경기 의왕시 능안길 86,0507-1404-1473,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230505_27%2F1683253387757z1d7c_JPEG%2F20230505_100017.jpg
