,Title,Distance,Explain,DriveCourseID,Image,LocalID,URL
80,한우산 드라이브코스,,"의령 한우산 드라이브 코스는 잘 정비된 길과 아름다운 자연 절경으로 사시사철 많은 드라이브 관광객들이 방문하고 있다. 한우산 정상으로 오르는 길은 대표적으로 가례면에서 오르는 길과 궁류면에서 오르는 길 2가지 길이 있으며 궁류면 방면으로 갈 경우 일붕사, 봉황대, 벽계관광지 등 명소를 거칠 수 있어 볼거리가 풍부하다.
한우산은 가을철에는 오색찬란한 단풍과 억새들이 절경을 연출하며, 정상부근에 위치한 도깨비 숲에는 도깨비 조형물 등 다양한 볼거리가 있어 즐거움을 선사한다.
※ 참고 : 평일(월~금) - 정상 차량진입 가능, 주말 - 쇠목재까지 차량진입 가능 (정상까지 걸어서 30~40분 소요)
※ 주변관광지 : 벽계관광지, 일붕사, 봉황대",81,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5392eeed-6be9-48a7-9747-6d556406c2db,5,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=eabf4a6f-9123-4636-9355-abb5ce331ccf&big_category=A01&mid_category=A0101&big_area=36
81,입곡 저수지 드라이브길,,"함안군 산인면에는 뱀이 기어가듯이 구불구불 흐르는 입곡저수지가 있다. 저수지를 중심으로 절벽과 우거진 송림이 있고, 경사지에 활엽수림과 침엽수림이 멋진 조화를 이루고 있다. 크고 작은 산봉우리들이 저수지를 중심으로 협곡을 이루고 있는 이곳은 수려한 자연 풍광과 함께 전설을 간직하고 있는 형형색색의 바위와 기암절벽이 그대로 보존되어 있어, 입곡저수지 주변을 둘러보는 드라이브 코스는 아름다움과 색다른 휴식을 제공한다. 드라이브 길 중간에는 카페와 출렁다리, 아리힐링카페, 운동장, 체육시설, 오토캠핑장, 주차장 등이 갖추어져 있어 관광하기 좋은 곳이다.
※ 드라이브 길 : 송정리 산40-5~입곡리 1310-18(약 2km)",82,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=91b64b5a-df47-43a4-8513-96d43ba36301,5,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=fa1a8bed-e1a7-4dec-84ec-853c269b8864&big_category=A01&mid_category=A0101&big_area=36
82,영덕 해안도로 드라이브,,"영덕 해안도로는 영덕대게로라고도 불리고 있으며, 강구항~축산항~고래불해수욕장에 이르는 약 33km의 도로 구간이다. 영덕 해안도로는 옆쪽으로 동해의 푸른 바다가 끝없이 펼쳐져 드라이브를 하며 감상할 수가 있다. 영덕 해안도로가 시작되는 강구항은 대게로 유명하며, 해안도로 중간에는 영덕 해맞이공원이 있어 같이 연계하여 관광하기 좋다. 강구항에서 축산항까지의 도로 구간을 영덕 사람들은 별도로 강축해안도로라고 부르고 있다. 축산항의 해안도로 옆으로는 기암절벽과 바다가 어울려 펼쳐지기 때문에 강구항과는 또 다른 아름다운 풍경을 자아낸다. 해안도로의 끝은 고래가 하얀 분수를 뿜으며 놀았다고 전해지는 고래불해수욕장이다.",83,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1539af72-3b04-4b7a-b109-8d32ef914a9e,6,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=1bf455c4-facd-40cd-982e-72cf0adcf47e&big_category=A01&mid_category=A0101&big_area=35
83,진해해안도로,,"진해해안도로는 진해 행암동에서 시작해 진해해양공원과 남문 휴게소를 거쳐 용원에 이르는 드라이브 코스이다. 2000년 초 자전거 도로가 조성되면서 드라이브 명소로 입소문이 나기 시작했다. 풍호동 행암에서 안골마을까지 총 20km에 이르는 길을 해안도로라고 하는데, 해안도로를 중심으로 바다와 산을 두루 거치기 때문에 봄에는 진해 벚꽃도 감상할 수 있다. 해안도로를 따라 드라이브를 하다가 남문휴게소에 정차하고 흰돌메공원에 오르면 거가대교와 신항만을 한눈에 내려다볼 수 있다. 또 진해를 해군의 도시라고 부르는 만큼 해안도로는 해군 교육사령부 앞도 지난다. 이 부근에서 해군과 관련된 조형물과 포토존을 만나게 되는데, 그 가운데 하나가 대한민국 해군의 영웅 '고 한주호 준위'이다. 한주호 준위는 천안함 사건 당시 전우들을 구하기 위해 목숨을 던졌고, 그 동상이 2011년 진해루 공원에 들어섰다. 이외에도 군함 내부를 볼 수 있는 해양공원과 임진왜란 때의 왜성, 신항만전망대등 볼거리가 다양하다. 드리이브 코스 중에는 두 개의 노래비를 만나게 되는데 '황포돛대'와 '삼포로 가는 길'이다. 그 노래비에 얽힌 이야기를 찾아보는 것도 재미있는 추억이 된다. 드라이브는 50분가량 소요된다.",84,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f2ccb435-455a-4d41-bf28-30e0d07c9c29,5,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=5537cedf-673f-4e7f-8998-9ad7b193f591&big_category=A01&mid_category=A0101&big_area=36
84,단양 보발재,,"굽이굽이 단풍길로 유명한 보발재는 해발 540m로 가곡면 보발리와 영춘면 백자리를 잇는 고갯길에 위치한 드라이브 명소다. 소백산 자락길 6 코스이기도 한 보발재는 [고드너미재]로도 불리는데 봄에는 형형색색의 야생화가 가을에는 화려한 단풍길이 펼쳐진다. 특히, 약 3km 도로변을 따라 아름답게 펼쳐진 단풍은 소백산 산세와 조화를 이루어 찾는 이들의 감성을 자극한다. 정상에 위치한 전망대에서 한눈에 담을 수 있는 보발재의 단풍과 경치는 관광객뿐만 아니라 많은 사진작가들도 찾게 하며 단풍과 함께 인생 샷을 남길 수 있는 최고의 가을 단풍 명소이다. 또한, 단양군에서 2020년 가곡면 향산 삼거리부터 보발재, 구인사로 연결되는 도로변에 500여 주의 단풍나무를 추가 식재해 가을 풍미를 더하고 있다. 주차공간이 별도로 없어 보발재 200m 뒤편 공터를 이용하거나 길가에 주차해야 한다. 가까운 거리에는 천태종 총본산인 구인사와 온달관광지가 있으니 함께 둘러보아도 좋다.",85,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=6ed16449-70e8-493b-921a-bd496accf625,3,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=7325b017-4fb1-4677-bd56-b5f9439d3681&big_category=A01&mid_category=A0101&big_area=33
85,해산령,,"해산령은 화천군에 있는 드라이브 명소로 알려진 아름다운 관광지이며, 비수구미 계곡과 함께 단풍의 바다라고 할 만큼 가을 단풍 명소로 유명하다. 화천 해산령은 총 9개의 아름다운 경치를 감상할 수 있는 곳으로, 그중에서도 꼬불꼬불한 산길을 넘어 재안산의 산 고개로 이어지는 길은 특히 아름답기로 유명하다. 북한강과 파로호를 따라 자리한 국도로 잔잔한 물결을 감상하거나 연둣빛 산자락을 조망할 수 있으며, 이어지는 산길을 따라 다채로운 가을 풍경을 즐길 수 있다.
가볍게 걷기 좋은 해산전망대와 웅장한 경치를 자랑하는 평화의 댐이 자리해 함께 둘러볼 수 있다. 해산 혹은 일산이라고 하는 해산전망대는 화천에서 가장 먼저 아침을 맞는 곳이다. 골짜기 사이로 새파란 파로호를 내려다 볼 수 있다. 해산전망대에서 평화의 댐 갈림길까지 가면 철책이 있고 철책 사이로 다시 비포장도로가 나타난다. 파로호와 산길 사이로 난 길을 따라 2㎞ 정도 들어간 후 선착장 앞에 차를 세워두고 산길을 따라 걸으면 된다.
비수구미 마을을 제대로 트레킹하고 싶다면 해산터널에서 비수구미 계곡으로 향하는 생태길 코스가 좋다.
화천해산령 산기슭에는 캠핑장이 있어서, 자연과 함께 캠핑을 즐길 수 있으며, 가까운 곳에 수상레저활동을 할 수 있는 곳으로도 유명하다.",86,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=0f6461b9-6510-4ce9-b50a-9e105960a6b0,2,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=8eaa2c87-ee63-41e9-9d08-865da5d1a656&big_category=A01&mid_category=A0101&big_area=32
86,진양호 일주도로,,"서부 경남의 유일한 인공호수인 진양호를 끼고 도는 진양호 일주도로는 그 풍경이 아름다워 드라이브 코스로 각광받는 곳이다. 호수의 풍광과 야트막한 산길은 차를 타고 한 바퀴 돌아도 좋고, 자전거를 타고 바람을 느끼며 달리기에도 안성맞춤이다. 저녁노을이 질 때쯤 이곳을 찾으면 붉게 물들어 가는 하늘과 호수의 풍광을 볼 수 있다. 강과 호수의 절경을 품고 있는 진양호 일주도로에서는 매년 마라톤 대회가 열리고 있다. 일주도로는 진양호공원~남강댐 물 문화관~진수대교~대평교까지이며, 진양호 주변에는 진양호공원, 노을공원, 진양호 물빛갤러리, 멍하니숲, 남강댐 물 문화원, 진양호전망대 등 관광지가 많이 있는 지역이다.",87,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=533275ce-2c45-4b10-be86-c47b7870d877,5,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=dfeef522-13c0-4820-b8fb-eb1a35c09f31&big_category=A01&mid_category=A0101&big_area=36
87,청풍쉼터,,"청풍쉼터는 무등산 자락에 축조된 제4수원지 바로 앞에 있는 작은 동산으로, 무등산 옛길 2구간을 찾는 탐방객과 광주시민들이 많이 이용하는 자연 속 휴식 공간이다. 광주광역시는 1967년 상수도 시설을 확대하여 시민들의 식수를 확충하기 위해 제4수원지를 건설하였고, 주변의 유휴지는 도시권 학생들의 대표적인 소풍 장소가 되었다. 이후 무등산을 찾는 사람들이 늘어남에 따라 제4수원지를 건너는 청암교 인근에 1991년 약 13,900㎡ 규모로 쉼터를 조성하고, 청풍쉼터로 명명하였다.
넓은 잔디밭과 체육시설, 놀이터, 화장실, 주차장 등을 갖추고 있다. 주변의 아름다운 경관과 역사성, 무등산이 지닌 상징성 때문에 학교와 기관, 단체 등의 소풍 장소로도 인기가 많다. 주차장 바로 옆에는 국립공원공단의 청풍지구 탐방지원센터가 자리하고 있다. 청풍쉼터의 오른편 공간에는 [김삿갓 동산]이라는 표지석과 금강산 시비가 세워져 있다.
청풍쉼터는 높이가 높고 수원지와 숲으로 둘러싸여 여름철 늦은 밤에도 더위를 식히는 시민들이 많이 찾는 곳이다. 삼거리에 자리하여 석곡로를 따라가면 정지장군을 모신 경열사가 나오고, 반대쪽 무등로를 이용하면 운암서원, 충민사, 충장사, 원효사, 무등산장에 이르게 된다. 그래서 청풍쉼터와 연결된 도로는 드라이브 코스로도 널리 알려져 있다. 자연경관이 뛰어날 뿐만 아니라 주변 곳곳에 문화재가 많아 다양한 체험 활동을 할 수 있다.",88,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1a014121-5a31-4f81-b1b9-9fbef9c880ac,7,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=29e1d971-360c-42fb-be94-c652a14b89c6&big_category=A02&mid_category=A0202&big_area=5
88,"여차,홍포간 해안도로",,"우리나라에서 가장 아름다운 해안도로 중 하나인 거제도 남단의 [여차~홍포간 해안도로]는 바다를 감상하기에 가장 좋은 드라이브 코스로 꼽히며, 아침에는 장엄한 일출이, 저녁에는 환상적인 일몰을 한곳에서 만날 수 있는 곳으로도 유명하다.
여차 몽돌 해수욕장에서부터 시작되는 해안도로의 약 3.5㎞ 구간은 거제의 해안 변 중 가장 경관이 빼어난 곳으로 일부는 비포장도로이다. 한쪽으로는 산허리를, 또 한쪽으로는 해안가 절벽을 끼고 달리는 이 해안도로는 풍광이 아름다워 최고의 명품 드라이브 코스로 꼽힌다. 중간에 비포장길이 남아 있지만 승용차로 가기엔 그다지 불편하지 않으며, 아름다운 만큼 더 안전에 유의해야 하는 길이기도 하다.
비포장길이 남아있어 걷기를 좋아하는 여행객들, 자전거를 사랑하는 동호인들이 즐겨 찾는다. 바다에는 대병대도, 소병대도, 대매물도, 소매물도, 어유도, 가왕도, 가익도, 국도 등 아름다운 섬들이 보석처럼 박혀있어 조망의 즐거움을 가득 선사한다. 다도해를 품은 푸르디푸른 남쪽 바다가 세상에서 가장 아름다운 경치를 만들어내고 있고 그 아름다움은 천천히 거제바다를 감상하고 가만히 서서 아름다운 바다를 만끽해야 하는 길이다. 특히 홍포 전망대에서 바라보는 대소병대도 전망은 그중에서도 백미이다.

대소병대도는 대병대도 5개 섬과, 소병대도는 3개 섬을 합쳐 모두 8개의 무인도가 모여 있는 곳이다. 푸른 바다 한가운데 크고 작은 초록의 섬들이 점을 찍듯 모여 앉은 광경은 마치 합성이라도 한듯한 착각을 불러일으키는 아름다운 모습으로 보는 이들의 감탄을 자아낸다. 이곳은 만선의 꿈을 안고 출항하는 고깃배와 운해에 둘러싸인 대소병대도를 사진에 담으려는 사진작가들의 발길이 끊이지 않는 곳이기도 하다.
해안도로 초입에 자리한 여차마을과 망산 등산로 입구를 지나 2.6km 지점에서 홍포 전망대를 만날 수 있다. 전망대를 기준으로 동쪽은 천장산(해발 275m)이 여차마을을 품고 있고, 남쪽으로 대병대도, 소병대도, 대매물도, 소매물도, 어유도, 가왕도, 가익도, 국도 등이 바다에 점점이 떠 있다. 쪽빛 바다에 오롯이 솟은 섬들은 손에 잡힐 듯 가깝다. 눈을 멀리 두면 대마도까지 볼 수 있을 정도로 조망이 환상적이다. 여차∼홍포 해안도로는 일부 급경사면을 제외하고 대부분 흙길이다. 전망대에서 서쪽으로 2.4㎞ 떨어진 홍포항도 일몰 명소 중 하나이며, 고깃배가 들어오는 아침마다 시끌벅적한 포구는 활기가 넘친다.

해안도로로 향하는 길은 두 가지다. 1018번 지방도로를 타고 거제면과 동부면, 남부면, 홍포항 쪽으로 방향을 잡으면 서부지역 해안과 내륙을 둘러볼 수 있다. 14번 국도를 따르면 장승포항과 구조라해수욕장, 학동흑진주몽돌해변, 해금강 입구를 거쳐 동부지역 해안을 구경할 수 있다. 여차∼홍포 해안도로를 으뜸으로 꼽는 것은 주변 풍광이 유독 아름답기 때문이고, 거제 9경에 이름을 올릴 만큼 자타가 공인하는 명품 해안도로이다.",89,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=db3974b1-758c-4e82-85e3-813ebe8d2558,5,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=e64f9ed6-1e97-4b32-b07a-c623a64fe817&big_category=A01&mid_category=A0101&big_area=36
89,비토섬 가는길,,"사천의 아름다운 해안도로를 즐길 수 있는 코스로 시원한 바닷바람과 눈부시게 푸른 물결을 감상하며, 끝없이 펼쳐진 갯벌을 눈에 담을 수 있는 곳이다. 비토섬 가는길에는 별주부전의 전설이 담겨있으며, 낭만과 운치를 즐길 수 있는 드라이브 코스로 인기를 얻고 있다.
제1코스는 사천만을 가로질러 가는 사천대교를 한눈에 감상할 수 있고, 쪽빛 바다와 한려해상국립공원의 아름다움을 만끽할 수 있는 천혜의 절경을 즐길 수 있는 코스로, 2006년 한국도로교통협회에서 주최한 [한국의 아름다운 길 100선]에서 대상을 수상한 창선·삼천포대교도 한눈에 조망할 수 있다. 제2코스는 토끼섬, 거북섬 등 별주부전의 전설이 내려오는 비토섬을 배경으로 하는 환상적인 갯벌을 감상할 수 있다.

* 제1코스 : 사천시 용현면 종포마을회관 → 부잔교갯벌탐방로 → 거북선마을 → 대포항 → 모충공원 → 삼천포마리나 → 영복마을 → 선창마을 → 삼천포대교공원 → 창선, 삼천포대교 → 늑도
* 제2코스 : 사천대교 → 서포면행정복지센터 → 비토교 → 낙지포마을 → 월등도",90,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3c1468e7-30be-453d-a9c2-ba23e4afb723,5,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=32010af3-f214-4897-8477-1ce848cc06a5&big_category=A01&mid_category=A0101&big_area=36
90,아산만방조제,,"아산만방조제는 서해 아산만으로 흘러들며 충남 아산과 경기 평택의 경계를 이루는 안성천 하구에 1974년에 축조된 방조제이다. 본래 축조 목적은 간척 사업을 통해 농경지를 늘리고 홍수 및 염해 피해를 줄이는 것이었지만, 경관이 아름다워 1977년 국민관광지로 지정되었다.
이 방조제는 서쪽에 서해 바다, 동쪽에 아산호(평택호)가 위치하여 방조제 위에 건설된 국도 39호선을 따라 바다와 호수를 동시에 볼 수 있는 드라이브의 낭만을 즐길 수 있다. 1980~90년대에는 수학여행 단골 코스로 각광받기도 했으며 일몰 시 노을이 특히 아름답고 바다낚시와 민물낚시가 모두 가능하여 많은 관광객이 찾아오고 있다. 또한 조수간만의 차가 최대 9.6m로 세계적인 수준이라 썰물 때 드러나는 넓은 갯벌도 장관이다. 최근에는 배수갑문에 대형 수조창을 설치해 통선문 가동 시 어류가 이동하는 모습을 관찰할 수 있게 되었다. 이 외에도 배수갑문 관리동에는 공원, 전망대, 전시관 등의 시설이 있다.
이곳을 둘러보기 위해서는 주차장, 배수갑문, 숙박시설, 음식점, 편의점 등이 있는 북쪽의 경기 평택호관광단지를 이용하는 것이 편리하다. 주변에는 아산호의 쌀조개섬, 공세리성당, 삽교천방조제, 평택호예술공원 등이 있어 연계하여 관광하기 좋다.",91,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=9802e266-27d1-4a30-9054-fc2b7ed3ea82,3,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6e003fe1-09d4-40ec-b08c-f4fbaca1981a&big_category=A01&mid_category=A0101&big_area=34
91,헐티재골,,"청도군 각북면에서 대구 가창면으로 넘어가는 여섯 개의 고개 중 가장 서쪽에 위치한 해발 535미터 ‘헐티재’는 1980년 자동차 도로가 개통되기 전 청도와 대구를 연결하는 지름길로 이용되었다.
지명 유래는 과거 조선 시대에는 이 일대를 토현(土峴)으로 표기하기도 하였는데, 이는 헐티를 흙으로 표기한 것에서 유래되었다는 이야기가 전해지기도 한다. 다른 하나는 고개가 험준하고 힘들어서 그 고개를 넘으면 숨을 헐떡이며 배가 고파 온다고 하여 헐티재라고 불리기도 한다는 이야기가 전해진다.
헐티재와 고개 일대는 소나무 군락으로 뒤덮여 있으며 봄이면 진달래, 철쭉 또는 고산 식물로 주변경관이 아름답고 포장 도로로 잘 정비되어 있어 많은 사람들이 드라이브 코스로 선호한다. 헐티재 정상은 조형물과 화단을 조성해 방문객들에게 산책과 휴식 공간을 제공한다.",92,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=466f854a-3c3b-4ddf-ab1a-aea2a3c08ea1,6,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=b14a1427-a386-43fe-a068-8741ca4419cb&big_category=A01&mid_category=A0101&big_area=35
92,용두암해안도로,,"용두암 해안도로는 용두암에서부터 도두봉까지 제주공항 북쪽의 해안을 따라 이어지는 약 6Km의 해안도로로, 제주도민들과 관광객들이 즐겨 찾는 드라이브 코스이다. 밤에는 호텔, 카페, 횟집, 상가에서 흘러나오는 화려한 불빛을 받아 아름다운 야경을 연출하며, 야간 경관 조명 등도 설치되어 있어 야경 명소로 알려져 있다.
제주 올레길 제17코스 중 일부이며, 정식 명칭은 [서해안로]지만, 제주의 유명 관광지인 용두암과 가까이 있어 [용두암 해안도로] 또는 [용담 해안도로]로 불리고 있다. 해안도로 곳곳에는 차를 대어 놓고 바다를 조망할 수 있는 공원이 조성되어 있고, 노을 명소로 유명한 도두봉 오름도 있다.",93,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=453ba48c-2369-4a1c-9b4b-2ab0cd1b1ffe,9,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=b6df0476-34c1-4b80-94aa-8582a6c3cdf3&big_category=A01&mid_category=A0101&big_area=39
93,동해 해안길,,"[한국의 아름다운 길 100선]에 선정된 동해면 해안길은 동진교를 시작으로 경남 고성군 동해면 내산리까지 이어지는 해안도로이다. 동진교는 고성군 동해면과 창원시 마산합포구 진전면을 잇는 국도 77호선 상의 교량으로 고성과 창원을 가장 빠르게 이어주며, 교량을 지나면 고성군의 푸른 바다와 나란히 달리며 힐링할 수 있는 드라이브 코스가 펼쳐진다. 바다 향기와 해안 경관이 조화를 이루고 있어 경남의 유명 드라이브 명소가 되고 있다. 이 길을 따라가 보면 해맞이공원과 글램핑장 등이 있어 드라이브와 관광을 함께 할 수 있다.",94,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=463f9c79-9e81-402f-8ce7-26977d15500d,5,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=cc5ba840-6e5b-4531-af96-2ba4d97657bd&big_category=A01&mid_category=A0101&big_area=36
94,북한강로벚꽃길,,"봄꽃의 대명사인 아름다운 벚꽃을 차창 밖으로 감상하며 드라이브를 즐길 수 있는 코스다. 북한강을 끼고 달리는 도로여서 북한강로 벚꽃길, 또는 출발점 이름을 따서 가평 삼화리 벚꽃길로도 불린다. 가평에서 양평까지 북한강을 따라 이어지는 약 22km의 드라이브 코스로, 달리는 내내 흐드러진 벚꽃은 물론 햇살에 반짝이는 강물을 배경으로 탐스러운 목련과 연둣빛 새싹들이 봄날의 정취를 가득 느끼게 한다. 북한강로 벚꽃길로 향하는 방법은 두 가지다. 신청평대교를 시작점으로 391번 지방도를 타고 내려가거나 양평 양수리에서 352번 지방도를 타고 서종 IC를 지나 신청평대교 방향으로 올라가는 것. 어느 방향을 잡든 꽃분홍 벚꽃길을 차 안에서 마음껏 눈에 담을 수 있다.",95,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=cafb27cb-6aa1-42dc-8b55-f700d7940a4e,1,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=0d56988f-4c31-41b8-970d-2ae9e2c4dd89&big_category=A01&mid_category=A0101&big_area=31
95,왕지벚꽃길,,"왕지벚꽃길은 남해대교를 지나 충무공 이순신의 사당인 충렬사가 있는 노량삼거리에서 문의리까지 설천로를 따라 이어진 약 5km 구간의 벚꽃길을 가리킨다. 이 벚꽃길에는 무려 1,170여 그루의 왕벚나무가 해안선을 따라 벚꽃터널을 이룬다. 벚꽃이 떨어질 무렵에는 유채꽃이 만발해 따스한 봄의 정취를 마음껏 즐길 수 있다. 노란 유채꽃과 핑크빛 벚꽃이 어우러진 풍경 너머 푸른 바다와 주황색 남해대교가 상큼한 색의 조화를 이룬다. 산자락을 오르며 흐드러진 벚꽃터널을 즐기고 싶다면 오른쪽 도로를, 남해대교와 벚꽃을 함께 즐기고 싶다면 해안 도로를 따라 드라이브 코스를 선택하면 된다. 왕지벚꽃길 끝자락은 남해의 인기 여행지인 상상 양떼목장 편백숲으로 이어진다.",96,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=2f30bcb3-efd3-41e3-8f80-07b4c611f20b,5,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=1bf83122-ad43-4568-9db3-aa648596eb43&big_category=A01&mid_category=A0101&big_area=36
96,구례 관광특구,,"구례 관광특구는 1997년 1월 지정된 토지면과 마산면, 광의면, 산동면을 포함하는 대단위 관광 지구다. 예부터 기름진 평야로 이름난 구례의 가장 큰 자연 자원은 국립공원 제1호인 지리산국립공원과 섬진강이다.
‘어머니의 품’이라 일컬어지며 해마다 많은 등산객들이 찾는 지리산국립공원은 깊고 너른 산세와 맑은 계곡 등 때 묻지 않은 자연 경관으로 사랑받고 있다. 등산 코스도 여러 갈래이며 곳곳에 산장이 있어서 백패킹도 가능하다. 지리산 언저리를 걸어서 도는 지리산 둘레길은 지리산 등반과는 또 다른 정취를 즐기는 트레킹 코스다. 산행과 트레킹을 즐기는 동안 봄에는 산수유 군락을, 가을에는 단풍에 물든 산과 계곡을 만날 수 있다.
한옥 민박, 게스트하우스 등 다양한 숙박 시설을 갖추고 있는 것도 장점이다. 화엄사, 연곡사, 천은사 등 유서 깊은 사찰과 역사적 유물들도 함께 자리하고 있어 역사 탐방에도 유익하다.
섬진강은 국내 제일의 청정 하천으로 손꼽히며 다슬기와 은어가 많이 나기로 유명하다. 섬진강을 끼고 달리는 섬진강변도로 역시 최고의 전망을 선사하는 드라이브 코스다. 운조루 고택이 있는 오미 은하수마을, 구례 꽃강, 구례 산수유자연휴양림, 지리산정원, 지리산 반달가슴곰생태학습장, 지리산역사문학관 등 인문, 역사, 자연환경에 대한 다양한 욕구를 만족시키는 천혜의 관광 지역이다.",97,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d46f63e6-806c-4562-8cb5-a809b9b3b210,7,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=2afdc51b-e23e-484e-ba5a-1f1099761c50&big_category=A02&mid_category=A0202&big_area=38
97,밀양호,,"경상남도 밀양시 단장면 고례리에 있는 인공 호수로, 2001년 밀양강의 지류인 단장천에 밀양댐을 건설하면서 만들어졌다. 유역면적은 94.5㎢ 로 커다란 호수이다. 밀양댐 생태공원과 밀양호 전망대, 그리고 용암정에서 바라보는 밀양호의 풍경이 특히 좋아 사진 스폿과 드라이브 코스로 인기가 많다. 용암정에는 주차장이 마련되어 있어 잠시 내려 경치 구경을 할 수도 있다. 근처에는 망향비라는 비석이 서있는데, 밀양호 건설로 인해 정든 고향을 떠나야만 하는 주민들에 대해 밀양시장의 미안한 마음을 전하는 내용이 적혀 있다.",98,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e385ff94-a05c-43db-96a6-1c1a7e99eac5,5,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=52bd86e3-8a7c-4ab6-a807-0ead1c3c6fb4&big_category=A01&mid_category=A0101&big_area=36
98,평인 노을길,,"평인노을길은 통영의 언택트 힐링관광지 통영구(9)경에 속한 해안 도로이다. 무전동에서 시작하여 명정동 해안을 들머리로 삼고 소포마을을 거쳐 인평동까지 총 10km 길이의 드라이브 명소이다. 국토교통부 주관 남해안 해안 경관도로 15선에 선정될 만큼 아름다운 해안 경관을 갖고 있다.
신선한 바닷바람과 아름다운 노을을 즐길 수 있는 평림항과 노을전망대가 있어 다양한 풍경을 감상할 수 있으며, 넓은 인도와 자전거도로가 조성되어 있어 자전거 동호인들도 많이 찾는 곳이다. 노을전망대에서 바라보는 한려해상국립공원의 섬들 사이로 펼쳐지는 저녁노을은 아름답기로 유명하며, 벚꽃 철이면 벚꽃나무 사이로 보이는 바다와 노을 그리고 흩날리는 벚꽃잎들은 눈을 즐겁게 한다.
전망대가 곳곳에 마련되어 있어 잠시 차를 멈추고 풍경을 감상할 수 있으며, 인생샷을 찍을 수 있는 카페들이 줄지어 들어서 있어 관광객들에게 많은 인기를 얻고 있다.",99,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=98eda395-1750-4cd1-899e-4df55ffbafa0,5,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=5904b94f-7e86-4f8f-bb86-68dfb294708d&big_category=A01&mid_category=A0101&big_area=36
99,망향정,,"경북 청도군 운문면에 위치한 ‘망향정’ 은 운문댐 건설을 위해 1985년부터 1996년 사이 수몰된 운문면 일곱개 마을 이주민을 위로하기 위해 조성된 공간이다. 망향정 안을 오르며 사라진 고향에 대한 실향민들의 추억과 향수가 담긴 사진들이 기록되어 있고, 망향정 좌우 두 개의 비석에는 수몰된 행정 비면 및 가구 수와 ‘고향을 다시 찾아오는 이웃 동기 쉬어 갈 망향정’ 이라는 글귀가 새겨져 있다.
운문댐 전경을 내려다볼 수 있는 ''망향정''은 고향을 그리워하는 실향민들의 마음을 위로할 뿐 아니라 지친 여행객들이 잠시 머무를 수 있는 쉼터를 제공한다. 운문댐에서 출발해 운곡정사, 운문댐 망향정을 지나 청도팔경 중 하나인 공암풍벽까지 드라이브 코스로 적격이다.",100,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=98378a1b-4d70-4a79-8865-7e2118b939d6,6,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=61a579e5-d30f-4d1e-a6d3-58a07f07d770&big_category=A02&mid_category=A0205&big_area=35
