,Order,Destination,Address,Tag,DriveCourseID,PlaceID,latitude,longitude,LocalID,WithID,ViewID,ActiveID
111,5,사북 탄광문화관광촌,강원특별자치도 정선군 사북읍 하이원길 57-3,#강원권 #관광지 #교육여행 #근대산업유산 #사북탄광 #사북탄광문화관광촌 #산업관광 #산업관광지 #석탄유물보존관 #아이와함께 #역사속으로 #역사이야기 #이색체험 #전시관 #체험프로그램 #체험학습 #탄광문화관광촌 #탄광촌,DC019,P112,37.2208846598005,128.815723100537,LC002,"WT001, WT002, WT004","VW001, VW002, VW004, VW006","AC001, AC002, AC003, AC004"
112,6,삼탄아트마인,강원특별자치도 정선군 고한읍 함백산로 1445-44,#가족체험여행 #강원권 #강원도_여행지_추천 #강원웰니스관광지 #관광지 #근대산업유산 #리모델링공간 #문화콘텐츠산업 #박물관 #복합문화공간 #산업관광 #산업관광지 #삼탄아트마인 #아이와함께 #역사공부 #역사속으로 #역사이야기 #역사탐험 #웰니스관광 #이색체험 #재생공간 #전시관 #정선웰니스관광 #체험학습 #친구와함께,DC019,P113,37.1850515002253,128.883521694438,LC002,"WT001, WT002, WT004","VW001, VW002, VW004, VW006","AC001, AC002, AC003, AC004"
113,7,함백산,강원특별자치도 태백시 혈동,#강원권 #경치여행 #경치좋은곳 #관광지 #등산 #새해맞이 #자연 #자연속으로 #함백산 #휴식하기좋은곳 #힐링여행,DC019,P114,37.1175655529061,128.909509420756,LC002,"WT001, WT002, WT004","VW001, VW002, VW004, VW006","AC001, AC002, AC003, AC004"
114,8,함백산,강원특별자치도 태백시 혈동,#강원권 #경치여행 #경치좋은곳 #관광지 #등산 #새해맞이 #자연 #자연속으로 #함백산 #휴식하기좋은곳 #힐링여행,DC019,P115,37.1175655529061,128.909509420756,LC002,"WT001, WT002, WT004","VW001, VW002, VW004, VW006","AC001, AC002, AC003, AC004"
115,9,사북 탄광문화관광촌,강원특별자치도 정선군 사북읍 하이원길 57-3,#강원권 #관광지 #교육여행 #근대산업유산 #사북탄광 #사북탄광문화관광촌 #산업관광 #산업관광지 #석탄유물보존관 #아이와함께 #역사속으로 #역사이야기 #이색체험 #전시관 #체험프로그램 #체험학습 #탄광문화관광촌 #탄광촌,DC019,P116,37.2208846598005,128.815723100537,LC002,"WT001, WT002, WT004","VW001, VW002, VW004, VW006","AC001, AC002, AC003, AC004"
116,10,정암사 수마노탑,강원특별자치도 정선군 고한읍 함백산로 1410,#가족여행 #강원권 #강원웰니스관광지 #관광지 #기차여행 #나들이 #당일치기여행 #사찰&산사 #서울근교여행 #수마노탑 #아이와함께 #역사 #웰니스관광 #자연좋은곳 #전통&역사문화체험 #정선웰니스관광 #정암사 #정암사수마노탑 #체험학습 #친구와함께 #힐링,DC019,P117,37.1830165620996,128.892560560817,LC002,"WT001, WT002, WT004","VW001, VW002, VW004, VW006","AC001, AC002, AC003, AC004"
117,1,월송정,경상북도 울진군 평해읍 월송정로 517,#관광지 #관동팔경 #역사 #역사공부 #역사관광지 #역사를품은곳 #역사문화재 #역사속 #역사속으로 #역사유적 #역사유적지 #역사이야기 #역사탐방 #역사탐험 #울진여행 #일출일몰명소,DC020,P118,36.7438305963348,129.468713303276,LC006,"WT002, WT003","VW001, VW002, VW003, VW004, VW007","AC001, AC002"
118,2,망양정,경상북도 울진군 근남면 산포리,#가족여행 #경상권 #경치좋은곳 #관광지 #관동팔경 #망양해수욕장 #문화재 #역사 #역사공부 #역사를품은곳 #역사속 #역사속으로 #역사여행 #역사이야기 #역사탐방 #역사탐험 #자연환경,DC020,P119,36.9523831422733,129.40576229698,LC006,"WT002, WT003","VW001, VW002, VW003, VW004, VW007","AC001, AC002"
119,3,등기산스카이워크,경상북도 울진군 후포면 후포리,#2024_여행가는달과함께하는_발도장여행지 #가족과함께 #경치여행 #경치좋은곳 #관광지 #구름다리 #등기산 #등기산공원 #바다경치 #바다내음 #산책코스 #스카이워크 #연인과함께 #전망대 #휴식공간 #휴식여행 #휴식하기좋은곳,DC020,P120,36.6918636021057,129.446685561923,LC006,"WT002, WT003","VW001, VW002, VW003, VW004, VW007","AC001, AC002"
120,4,울진 후포항,경상북도 울진군 후포면 등기산길 29,#2024_여행가는달과함께하는_발도장여행지 #경상권 #관광지 #등기산 #울진가볼만한곳 #울진여행 #자연 #후포등대 #후포항 #후포해수욕장,DC020,P121,36.6807872075426,129.461918576948,LC006,"WT002, WT003","VW001, VW002, VW003, VW004, VW007","AC001, AC002"
121,5,후포해수욕장,경상북도 울진군 후포면 삼율리,#가족여행 #경상권 #관광지 #바다풍경 #여름여행 #울진여행 #울진해수욕장 #자연 #피서여행 #후포등대 #후포항,DC020,P122,36.687836722481,129.427765453558,LC006,"WT002, WT003","VW001, VW002, VW003, VW004, VW007","AC001, AC002"
122,1,변산해수욕장,전북특별자치도 부안군 변산면 변산로 2076,#2024_여행가는달과함께하는_발도장여행지 #가족과함께 #관광지 #문화관광해설사 #바다 #변산해수욕장 #여름피서지 #자연 #자연좋은곳 #자연환경 #전라권 #휴식여행 #휴식하기 #휴식하기좋은곳,DC021,P123,35.6812796,126.531507,LC008,"WT001, WT002, WT003, WT004","VW001, VW003",AC001
123,2,고사포해수욕장,전북특별자치도 부안군 변산면 노루목길 8-8,#가족과함께 #가족여행 #관광지 #바다풍경 #부안여행 #여름피서지 #자연 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #해수욕장 #휴식하기좋은곳 #휴양여행 #힐링여행,DC021,P124,35.6638860222773,126.510371333515,LC008,"WT001, WT002, WT003, WT004","VW001, VW003",AC001
124,3,채석강 (전북 서해안 국가지질공원),전북특별자치도 부안군 변산면 변산해변로 1,#2024_여행가는달과함께하는_발도장여행지 #가족여행 #관광지 #국가지질공원 #바다풍경 #부안채석강 #연중무휴 #자연 #자연관광지 #자연발생 #자연속으로 #자연여행 #자연좋은곳 #자연환경 #전라권 #전북_서해안_국가지질공원 #지질공원 #지질명소 #채석강 #해식절벽,DC021,P125,35.6282989375514,126.471015218673,LC008,"WT001, WT002, WT003, WT004","VW001, VW003",AC001
125,4,상록해수욕장,전북특별자치도 부안군 변산면 변산로 3210-16,#가족여행 #관광지 #바다풍경 #상록해수욕장 #아이와함께 #여름방학가볼만한곳 #여름여행 #여름휴가 #연인과함께 #자연 #친구와함께 #피서여행,DC021,P126,35.6006466345144,126.482227158741,LC008,"WT001, WT002, WT003, WT004","VW001, VW003",AC001
126,5,곰소항,전북특별자치도 부안군 진서면 곰소리,#가족과함께 #가족여행 #곰소염전 #곰소젓갈 #곰소항 #곰소항구 #관광지 #부안가볼만한곳 #자연 #짠내나는여행 #친구와함께,DC021,P127,35.5953179551672,126.609623719114,LC008,"WT001, WT002, WT003, WT004","VW001, VW003",AC001
127,1,모래미 해변,전라남도 영광군 백수읍 해안로 1389,#관광지 #영광여행 #영광해변 #영광해수욕장 #자연 #자연관광지 #전라권 #한시마을,DC022,P128,35.3632070109309,126.415609305583,LC007,WT002,"VW001, VW002, VW003",AC002
128,2,백수해안공원,전라남도 영광군 백수읍 백암리 223-2,#관광지 #영광 #해상공원,DC022,P129,35.3255821216842,126.37901812274,LC007,WT002,"VW001, VW002, VW003",AC002
129,3,영광노을전시관,전라남도 영광군 백수읍 해안로 957,#경치좋은곳 #노을전시관 #문화시설 #바다경치 #바다풍경 #산책길 #산책하기 #산책하기좋은곳 #숙박대전_가볼만한곳 #숙박대전_추천기사 #자연좋은곳 #전라권 #전시관 #해맞이&해돋이&해넘이여행,DC022,P130,35.353731926146,126.38928135481,LC007,WT002,"VW001, VW002, VW003",AC002
130,4,백수해안도로 노을전망대,전라남도 영광군 백수읍 대신리,#가족과함께 #관광지 #낙조 #당일치기여행 #백수해안도로,DC022,P131,35.3505166058567,126.400266642509,LC007,WT002,"VW001, VW002, VW003",AC002
131,1,학동흑진주몽돌해변,경상남도 거제시 동부면 학동6길 18-1,#가족과함께 #경상권 #관광지 #남녀노소 #레포츠 #몽돌해변 #사진찍기좋은곳 #사진촬영 #산책코스 #아이와함께 #연인과함께 #자연 #자연발생 #자연좋은곳 #자연체험 #자연환경 #학동흑진주몽돌해변 #휴식여행 #휴식하기좋은곳,DC023,P132,34.7733041468499,128.640242599561,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC004, AC006"
132,2,바람의 언덕,경상남도 거제시 남부면 도장포마을,#17_18한국관광100선 #19_20한국관광100선 #2024_여행가는달과함께하는_발도장여행지 #21_22한국관광100선 #거제바람의언덕 #경남 #경상권 #관광지 #동백나무군락 #동백나무숲길 #동백터널 #동백터널숲 #드라마촬영지 #바람의언덕 #자연 #한국관광100선,DC023,P133,34.7439417,128.663203,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC004, AC006"
133,3,신선대 전망대,경상남도 거제시 남부면 갈곶리,#가족과함께 #경상권 #경치좋은곳 #관광지 #드라마촬영지 #사진촬영명소 #신선대 #영화촬영지 #자연관광지 #자연속으로 #자연좋은곳 #자연환경 #전망대 #친구와함께 #해금강,DC023,P134,34.7406311738545,128.672022241146,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC004, AC006"
134,4,거제 학동리 동백나무 숲 및 팔색조 번식지,경상남도 거제시 동부면 거제대로 684-22,#가족여행 #거제시동백군락지 #거제팔색조 #거제학동리동백나무숲 #경상권 #관광지 #국가지정문화재 #동백나무 #동백나무숲 #자연 #자연관광지 #자연발생 #자연좋은곳 #자연환경 #천연기념물 #팔색조 #팔색조번식지 #학동리동백나무 #학동팔색조 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,DC023,P135,34.7577614,128.641038,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC004, AC006"
135,5,거제도 해금강,경상남도 거제시 남부면 갈곶리,#2024_여행가는달과함께하는_발도장여행지 #가족여행 #거제도해금강 #경상권 #관광지 #자연,DC023,P136,34.7406311738545,128.672022241146,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC004, AC006"
136,6,함목몽돌해변,경상남도 거제시 남부면 갈곶리,#거제가볼만한곳 #거제함목 #거제해수욕장 #경상권 #경치좋은곳 #관광지 #몽돌해수욕장 #바다풍경 #여름피서지 #연인과함께 #자연 #자연좋은곳 #친구와함께 #함목몽돌 #해금강,DC023,P137,34.7406311738545,128.672022241146,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC004, AC006"
137,1,호미곶 해맞이광장,경상북도 포항시 남구 호미곶면 해맞이로150번길 20,#2024_여행가는달과함께하는_발도장여행지 #경상권 #경치좋은곳 #관광지 #기념관 #바다경치 #바다풍경 #사진찍기 #사진찍기좋은곳 #상생의손 #아이와함께 #일출명소 #일출일몰명소 #자연환경 #해맞이 #호미곶 #호미곶해맞이광장,DC024,P138,36.0778379128621,129.568256453096,LC006,"WT001, WT002, WT003, WT005","VW001, VW002, VW003, VW004, VW008","AC002, AC004, AC006"
138,2,구룡포 일본인 가옥거리,경상북도 포항시 남구 구룡포읍 구룡포길 153-1,#2024_여행가는달과함께하는_발도장여행지 #걷기좋은길 #경상권 #관광지 #구룡포일본인가옥거리 #나홀로여행 #데이트코스 #사계절 #역사관광지 #역사문화재 #역사속 #역사속으로 #역사이야기 #역사탐방 #역사탐험 #연인과함께 #인생샷 #체험,DC024,P139,35.9905388592413,129.561599346426,LC006,"WT001, WT002, WT003, WT005","VW001, VW002, VW003, VW004, VW008","AC002, AC004, AC006"
139,3,구룡포항,경상북도 포항시 남구 구룡포읍 호미로 222-1,#가족과함께 #관광지 #구룡포 #구룡포근대역사관 #구룡포시장 #구룡포일본인가옥거리 #구룡포항 #남녀노소 #드라마 촬영지 #바다내음 #바다바람 #아이와함께 #포항가볼만한곳 #항구 #해산물,DC024,P140,35.9892615174139,129.555611390462,LC006,"WT001, WT002, WT003, WT005","VW001, VW002, VW003, VW004, VW008","AC002, AC004, AC006"
140,1,정동진해변,강원특별자치도 강릉시 강동면 정동역길 17,#강원_가볼만한곳 #강원권 #강원도_여행지_추천 #관광지 #바다내음 #바다풍경 #바다풍경여행 #여름여행 #여름휴가 #연인과함께 #연중무휴 #자연 #정동진가볼만한곳 #정동진역 #정동진해변 #힐링여행,DC025,P141,37.6913398885234,129.03282949125,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC003, AC004, AC005, AC006"
141,2,주문진읍 BTS 앨범사진 촬영지 (버스정류장),강원특별자치도 강릉시 주문진읍 향호리,#2024_여행가는달과함께하는_발도장여행지 #BTS #BTS버스정류장 #bts여행 #BTS촬영지 #bts투어 #TV속촬영지여행 #강릉가볼만한곳 #관광지 #남녀노소 #사진찍기 #사진찍기좋은곳 #사진촬영 #사진촬영명소 #자연좋은곳 #자연풍경 #자연환경 #주문진읍 #주문진해변 #친구와함께 #향호해변,DC025,P142,37.9037756186021,128.782777699283,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC003, AC004, AC005, AC006"
142,3,하슬라아트월드,강원특별자치도 강릉시 강동면 율곡로 1441,#2024_여행가는달과함께하는_발도장여행지 #가족과함께 #강릉여행 #강원권 #강원권반려동물여행지 #관광지 #데이트코스 #미술관 #반려동물동반여행지 #복합문화공간 #산책길 #산책하기좋은곳 #연인과함께 #열린문화공간 #예술창작 #이색체험 #전망대 #전시관 #정동진 #종합예술 #친구와함께 #하슬라아트월드,DC025,P143,37.7054583826871,129.007843904557,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC003, AC004, AC005, AC006"
143,4,주문진해변,강원특별자치도 강릉시 주문진읍 주문북로 210,#가족여행 #강원_가볼만한곳 #강원권 #강원도_여행지_추천 #관광지 #기차여행 #나들이 #당일치기여행 #데이트코스 #바다풍경 #바다풍경여행 #서울근교여행 #아이와함께 #여름방학가볼만한곳 #여름여행 #연인과함께 #자연 #자연좋은곳 #주문진해변 #체험학습 #친구와함께 #힐링,DC025,P144,37.910131525366,128.817676080292,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC003, AC004, AC005, AC006"
144,5,강릉 경포해수욕장,강원특별자치도 강릉시 창해로 514,#2024_여행가는달과함께하는_발도장여행지 #강릉경포해수욕장 #강원권 #강원도_여행지_추천 #관광지 #바다경치 #바다풍경 #산불피해지역 #야간관광100선 #여름여행 #여름피서지 #여름휴가 #연중무휴 #자연 #친구와함께 #휴식여행 #휴식하기좋은곳,DC025,P145,37.8057701120176,128.907481194757,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC003, AC004, AC005, AC006"
145,6,강릉커피거리,강원특별자치도 강릉시 창해로14번길 20-1,#2023_설날_디저트맛집 #2024_여행가는달과함께하는_발도장여행지 #21_22한국관광100선 #23_24한국관광100선 #강릉가볼만한곳 #강릉커피거리 #강원권 #관광지 #데이트장소추천 #미식여행 #바다풍경 #안목카페거리 #안목해변 #야간관광100선 #연인과함께 #이색카페 #지역특화주전부리 #친구와함께 #커피거리 #한국관광100선,DC025,P146,37.7726047009298,128.947338719945,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC003, AC004, AC005, AC006"
146,1,삼척해변,강원특별자치도 삼척시 테마타운길 76,#가족여행 #강원권 #관광지 #기차여행 #나들이 #당일치기여행 #데이트코스 #바다풍경 #삼척해변 #서울근교여행 #아이와함께 #여름방학가볼만한곳 #여름여행 #연인과함께 #자연 #자연좋은곳 #체험학습 #친구와함께 #힐링,DC026,P147,37.4684085599287,129.168353886384,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC003, AC004"
147,2,월천해변,강원특별자치도 삼척시 원덕읍 월천리 178-1,#관광지 #바다경치 #여름피서지 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #휴식공간 #휴식여행 #휴식하기좋은곳 #힐링여행,DC026,P148,37.1611689569142,129.353303229236,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC003, AC004"
148,3,신남항,강원특별자치도 삼척시 원덕읍 신남길 127,#관광지,DC026,P149,37.2670989007074,129.327879289472,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC003, AC004"
149,4,삼척 해신당공원,강원특별자치도 삼척시 원덕읍 삼척로 1852-6,#가족여행 #강원권 #걷기길 #경치좋은곳 #관광지 #산책길 #산책하기 #산책하기좋은곳 #삼척해신당공원 #자연좋은곳 #전망좋은곳 #휴양여행 #힐링여행,DC026,P150,37.2680172502562,129.327245702561,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC003, AC004"
150,1,해금강테마박물관,경상남도 거제시 남부면 해금강로 120,#가족여행 #경상권 #교과서속여행 #문화시설 #박물관 #사계절 #실내여행지 #아이와함께 #작은박물관 #전시관 #체험학습 #추억여행 #해금강 #해금강테마박물관,DC027,P151,34.7405570656169,128.662644411123,LC005,"WT001, WT002, WT003","VW001, VW003, VW004, VW008","AC001, AC002, AC004, AC006"
151,2,학동흑진주몽돌해변,경상남도 거제시 동부면 학동6길 18-1,#가족과함께 #경상권 #관광지 #남녀노소 #레포츠 #몽돌해변 #사진찍기좋은곳 #사진촬영 #산책코스 #아이와함께 #연인과함께 #자연 #자연발생 #자연좋은곳 #자연체험 #자연환경 #학동흑진주몽돌해변 #휴식여행 #휴식하기좋은곳,DC027,P152,34.7733041468499,128.640242599561,LC005,"WT001, WT002, WT003","VW001, VW003, VW004, VW008","AC001, AC002, AC004, AC006"
152,3,도장포어촌체험마을,경상남도 거제시 남부면 도장포2길 24-1,#가족여행 #경상권 #관광지 #농어촌체험마을 #도장포어촌체험마을 #사진촬영명소 #어촌 #어촌마을 #어촌체험관광마을 #어촌체험마을 #자연좋은곳 #자연환경 #체험 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,DC027,P153,34.7416168372204,128.663763391784,LC005,"WT001, WT002, WT003","VW001, VW003, VW004, VW008","AC001, AC002, AC004, AC006"
153,4,거제도 해금강,경상남도 거제시 남부면 갈곶리,#2024_여행가는달과함께하는_발도장여행지 #가족여행 #거제도해금강 #경상권 #관광지 #자연,DC027,P154,34.7406311738545,128.672022241146,LC005,"WT001, WT002, WT003","VW001, VW003, VW004, VW008","AC001, AC002, AC004, AC006"
154,1,옥계계곡,경상북도 영덕군 달산면 팔각산로,#가족여행 #경상권 #계곡 #관광지 #옥계계곡 #자연 #피서,DC028,P155,36.3297145,129.258906,LC006,"WT001, WT002, WT003, WT004",VW001,"AC001, AC006"
155,2,주산지(청송 국가지질공원),경상북도 청송군 주왕산면 주산지리,#2024_여행가는달과함께하는_발도장여행지 #23_24한국관광100선 #가족여행 #경상권 #관광지 #국가지질공원 #아이와함께 #연인과함께 #인생샷 #자연 #자연관광지 #자연발생 #자연속으로 #자연좋은곳 #자연풍경 #자연환경 #주산지 #지질공원 #지질명소 #청송_국가지질공원 #친구와함께 #한국관광100선 #휴양여행 #힐링,DC028,P156,36.3741752397767,129.182595375202,LC006,"WT001, WT002, WT003, WT004",VW001,"AC001, AC006"
156,3,산성계곡 생태공원,경상북도 영덕군 달산면 옥산리 515,#관광지,DC028,P157,36.3501917541611,129.27635130979,LC006,"WT001, WT002, WT003, WT004",VW001,"AC001, AC006"
157,1,우화정(내장산),전북특별자치도 정읍시 내장산로 936,#2024_여행가는달과함께하는_발도장여행지 #관광지 #내장산 #내장산국립공원 #연인과함께 #자연 #자연관광지 #자연발생 #자연좋은곳 #자연환경 #전망좋은곳 #정읍여행 #힐링,DC029,P158,35.4933701835851,126.927709748391,LC008,WT003,VW001,"AC001, AC004, AC005"
158,2,내장산 단풍생태공원,전북특별자치도 정읍시 내장동 560,#관광지,DC029,P159,35.5090223286437,126.9069599972,LC008,WT003,VW001,"AC001, AC004, AC005"
159,3,명인관,전북특별자치도 정읍시 내장산로 941-13,#더덕구이산채정식 #돌솥산채비빔밥 #맛집 #버섯전골 #불고기정식 #산채정식 #산채정식 #음식 #정읍시,DC029,P160,35.4932782965006,126.929617873201,LC008,WT003,VW001,"AC001, AC004, AC005"
160,4,전설의 쌍화차 거리,전북특별자치도 정읍시 중앙1길 147,#2024_여행가는달과함께하는_발도장여행지 #건강식 #건강여행 #건강차 #관광지 #쌍화차거리 #음식테마거리 #전라권 #체험 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,DC029,P161,35.5675549245174,126.85675649357,LC008,WT003,VW001,"AC001, AC004, AC005"
161,1,삼척항 - 새천년도로변,강원특별자치도 삼척시 삼척항길 196,#레포츠 #밀레니엄도로 #삼척드라이브길 #삼척여행 #삼척해수욕장 #새천년도로 #영화외출 #해안드라이브,DC030,P162,37.436187926718,129.188160340913,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC003, AC004, AC005"
162,2,삼척해변,강원특별자치도 삼척시 테마타운길 76,#가족여행 #강원권 #관광지 #기차여행 #나들이 #당일치기여행 #데이트코스 #바다풍경 #삼척해변 #서울근교여행 #아이와함께 #여름방학가볼만한곳 #여름여행 #연인과함께 #자연 #자연좋은곳 #체험학습 #친구와함께 #힐링,DC030,P163,37.4684085599287,129.168353886384,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC003, AC004, AC005"
163,3,비치조각공원,강원특별자치도 삼척시 새천년도로 326,#강원권 #관광지 #데이트코스 #바다풍경 #비치조각공원 #산책길 #산책하기 #산책하기좋은곳 #여름여행 #여름휴가 #연인과함께 #이색카페 #휴식여행 #휴식하기좋은곳,DC030,P164,37.4567269334754,129.186043895188,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC003, AC004, AC005"
164,4,소망의탑,강원특별자치도 삼척시 새천년도로 233,#2023_설날_소원 #강원권 #경치좋은곳 #관광지 #기념탑 #바다경치 #산책길 #산책하기 #산책하기좋은곳 #소망의탑 #연중무휴 #자연풍경 #자연환경 #휴식여행 #휴식하기,DC030,P165,37.450839030039,129.188403973267,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC003, AC004, AC005"
165,5,작은후진해수욕장,강원특별자치도 삼척시 새천년도로 467,#가족과함께 #강원권 #관광지 #바다 #삼척여행 #삼척해수욕장 #여름피서지 #자연 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경,DC030,P166,37.4638818457361,129.175891873231,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC002, AC003, AC004, AC005"
166,1,섯알오름,제주특별자치도 서귀포시 대정읍 상모리 1618,#관광지 #알뜨르비행장 #자연관광지 #제주43사건 #제주관광 #제주도오름 #제주역사여행,DC031,P167,33.2041831726414,126.28155185878,LC009,"WT002, WT003, WT004","VW001, VW002, VW003, VW004","AC001, AC002, AC006"
167,2,송악산,제주특별자치도 서귀포시 대정읍 송악관광로,#가족여행 #걷기길 #관광지 #바다풍경 #송악산 #연인과함께 #자연 #제주권 #친구와함께,DC031,P168,33.2077439,126.290967,LC009,"WT002, WT003, WT004","VW001, VW002, VW003, VW004","AC001, AC002, AC006"
168,3,용머리해안,제주특별자치도 서귀포시 안덕면 산방로 218-10,#2024_여행가는달과함께하는_발도장여행지 #경치여행 #경치좋은곳 #관광지 #바다경치 #바다내음 #바다풍경 #산방산 #용머리해안 #유네스코 #자연 #자연경관 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #전시관 #제주가볼만한곳 #제주권 #제주도_가볼만한곳 #제주여행 #제주트레일 #제주해변 #친환경여행,DC031,P169,33.2366379775546,126.313292062423,LC009,"WT002, WT003, WT004","VW001, VW002, VW003, VW004","AC001, AC002, AC006"
169,4,발자국화석공원,제주특별자치도 서귀포시 대정읍 형제해안로 192,#관광지 #동물발자국 #사계해안 #송악해안도로 #자연관광지 #제주관광 #제주발자국화석 #제주올레10코스,DC031,P170,33.2173594034123,126.293135312424,LC009,"WT002, WT003, WT004","VW001, VW002, VW003, VW004","AC001, AC002, AC006"
170,5,사계해변,제주특별자치도 서귀포시 안덕면 사계리,#2024_여행가는달과함께하는_발도장여행지 #경치좋은곳 #관광지 #마린포트홀 #바다경치 #여름피서지 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #제주해변 #최남단해변 #휴식여행 #휴식하기좋은곳,DC031,P171,33.2316941376585,126.306514122101,LC009,"WT002, WT003, WT004","VW001, VW002, VW003, VW004","AC001, AC002, AC006"
171,6,산방산(제주),제주특별자치도 서귀포시 안덕면 산방로 218-10,#가족여행 #걷기길 #관광지 #사진찍기좋은곳 #산방산(제주) #연인과함께 #자연 #자연관광지 #자연속으로 #자연여행 #자연좋은곳 #자연환경 #제주권 #제주도_가볼만한곳 #힐링,DC031,P172,33.2366379775546,126.313292062423,LC009,"WT002, WT003, WT004","VW001, VW002, VW003, VW004","AC001, AC002, AC006"
172,1,의암호스카이워크,강원특별자치도 춘천시 칠전동 485,#가족과함께 #걷기길 #관광지 #남녀노소 #산책코스 #산책하기좋은곳 #스카이워크 #아이와함께 #연인과함께 #의암호 #자연좋은곳 #휴식여행 #휴식하기 #휴식하기좋은곳,DC032,P173,37.8471139560505,127.679946417046,LC002,"WT001, WT002, WT003","VW001, VW002","AC001, AC002, AC004"
173,2,춘천평화생태공원꿈자람물정원,강원특별자치도 춘천시 소양로3가 128-1,#관광지,DC032,P174,37.8807609751755,127.720480198115,LC002,"WT001, WT002, WT003","VW001, VW002","AC001, AC002, AC004"
174,3,춘천문학공원,강원특별자치도 춘천시 서면 금산리 500-4,#경치좋은곳 #관광지 #남녀노소 #문학공원 #산책하기좋은곳 #수변공원 #아이와함께 #자연환경 #휴식하기좋은곳 #힐링산책,DC032,P175,37.9009463402056,127.696888322688,LC002,"WT001, WT002, WT003","VW001, VW002","AC001, AC002, AC004"
175,4,공지천유원지,강원특별자치도 춘천시 이디오피아길 25,#관광지,DC032,P176,37.8746258252367,127.709531349705,LC002,"WT001, WT002, WT003","VW001, VW002","AC001, AC002, AC004"
176,5,춘천 애니메이션박물관&토이로봇관,강원특별자치도 춘천시 서면 박사로 854,#가족과함께 #가족여행 #문화시설 #아이와함께 #이색체험 #체험학습 #춘천가볼만한곳,DC032,P177,37.8930610610383,127.691892620055,LC002,"WT001, WT002, WT003","VW001, VW002","AC001, AC002, AC004"
177,1,사촌해수욕장,경상남도 남해군 남면 남면로1229번길 44,#관광지 #사촌해수욕장 #여름피서지 #자연 #해수욕장,DC033,P178,34.7435548594097,127.85634020793,LC005,"WT002, WT003, WT004","VW001, VW003",AC002
178,2,"두곡, 월포해수욕장",경상남도 남해군 남면 남면로111번길 77,#가족여행 #경상권 #관광지 #두곡해수욕장 #바다풍경 #여름여행 #여름휴가 #연인과함께 #월포해수욕장 #자연 #친구와함께 #피서여행,DC033,P179,34.7673097748559,127.905738163041,LC005,"WT002, WT003, WT004","VW001, VW003",AC002
179,3,가천 다랭이마을,경상남도 남해군 남면 홍현리 남면로 679번길 21,#15_16한국관광100선 #2024_여행가는달과함께하는_발도장여행지 #가족여행 #가천다랭이마을 #경남 #경상권 #경상권 #관광지 #남해다랭이마을 #숙박 #자연 #자연좋은곳 #한국관광100선,DC033,P180,34.7275201227888,127.894034677694,LC005,"WT002, WT003, WT004","VW001, VW003",AC002
180,4,평산항,경상남도 남해군 남면 남면로1739번길 40,#경남남해평산항 #경남평산항 #관광지 #남해여행 #남해평산마을 #남해평산항,DC033,P181,34.7672036110153,127.847938587121,LC005,"WT002, WT003, WT004","VW001, VW003",AC002
